;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Image Text;Image Title;caption;no_of_comments;no_of_likes;is_video;topic;corresponding article;length_of_text;question;personalisation;emotional;opinion;regional;interaction;on X;number of Images;Column1;verbless clause caption;verbless clause image;omission of article caption;omission of article image;quotation caption;quotation image;average word length caption;average word length image;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion
70;70;70;70;"Ferienwohnungen, AirBnB und co. 

Sachsen plant Gesetz gegen
Zweckentfremdung
von Wohnraum";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-11_06-00-26_UTC.jpg;"🏘 Schöne Wohnungen hat #Leipzig viele. Aber einige davon stehen dem alltäglichen Wohnungsmarkt gar nicht zur Verfügung, sondern werden vermietet, über #Airbnb und Co. Doch: Auch in #Sachsen wird Wohnraum immer knapper. Die Stadt Leipzig hofft beispielsweise schon lange auf ein Gesetz gegen die Zweckentfremdung von Wohnraum und nun kann es soweit sein: Im Landtag wird ein entsprechendes Gesetz eingebracht. Künftig soll eine ausdrückliche Genehmigung notwendig sein, damit die eigenen vier Wände anderwärtig genutzt werden können. Bei Verstößen drohen Strafen bis zu 100.000 Euro.

Mehr dazu auf lvz.de/instagram und über den Link in der Bio. 

#Sachsen #Leipzig #Dresden #Ferienwohnungen #Ferien #Airbnb #Leben #LeipzigerVolkszeitung #LVZ";36;849;False;politics;yes;741;False;no personalisation;no emotionalisation;News;regional;no interaction;;1;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.203883495145631;9.11111111111111;personalisation;9.0;1.0;9.0;['🏘'];1.0;0.1111111111111111;1.0;0.1111111111111111;simple;
71;71;71;71;"x

ae
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-11_08-57-31_UTC.jpg;"+++ Anzeige +++

Erntekronen, Partystimmung und Festumzug 🌻

Frohburg feiert das 24. Sächsische Landeserntedankfest vom 22. Bis 24. September 2023.

🌟 Die Highlights:
Landtechnik- und Tierschau 
Handwerker- und Regionalmarkt
Wettbewerb um die schönste Erntekrone Sachsens
Kinder- und Familienprogramm im Schloss Frohburg
Bands und Künstler wie Steffen Lukas und das Plattenbauorchester, The BeeFees, Disco Dice u.v.a. 🕺💃
Großer Festumzug und Abschlusskonzert mit dem Leipziger Symphonieorchester
Ökumenischer Erntedankfestgottesdienst.

Das gesamte Programm und noch mehr unter:
👉 www.landeserntedankfest-frohburg.de

Wir freuen uns auf Ihren Besuch!";0;55;False;culture;no;650;False;no personalisation;no emotionalisation;Cooperation/ Ad;regional;no interaction;no;1;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;8.434782608695652;6.0;personalisation;2.0;0.0;8.0;['🌻', '🌟', '🕺', '💃', '👉'];1.0;0.0;0.25;0.0;simple;
72;72;72;72;"Leipzigs “Beste”
Wir suchen den besten Spielplatz

Spielplatze sind für Kinder Orte zum Toben, Spielen
und Entdecken.
Aber wo ist es besonders schön in Leipzig?
Schreibt uns eure Vorschläge in die Kommentare!";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-11_11-05-06_UTC.jpg;"Unsere Suche nach Leipzigs ""Besten"" geht weiter. Dieses Mal geht es an die frische Luft, denn wir suchen den besten #Spielplatz in #Leipzig. Wo treibt ihr euch gern rum, wo spielen eure Kinder am liebsten? Schreibt es uns in die Kommentare oder per Email an feedback@lvz.de und stimmt die Vorauswahl mit ab. Mehr dazu und zur ganzen Reihe gibt es jetzt auch auch lvz.de/instagram.

#LeipzigsBeste #Spielplätze #Kinder #Familie #Familylife #Sachsen #LVZ";42;210;False;culture;yes;452;True;no personalisation;no emotionalisation;News;regional;interaction;yes;1;;verbless clause;verbless clause;all articles included;all articles included;quote;no quote;5.471428571428572;6.7407407407407405;no personalisation;8.0;0.0;5.0;[];0.0;0.0;1.6;0.0;simple;
73;73;73;73;"FuBball-Europameisterschaft
Erste Freiwillige sind dabei:
Als Volunteer zur Euro 2024";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-11_16-37-05_UTC.jpg;"⚽️Nächstes Jahr rollt der internationale #Fußball auch in #Leipzig. Für die Fußball-Europameisterschaft werden zahlreiche Helfer benötigt. Bisher sind mehr als 1700 Bewerbungen für die Spiele der #UEFA Euro 2024 in Leipzig eingegangen. Die Meldephase läuft noch bis mindestens November (ihr könnt euch also auch noch bewerben).. Neben Leipzig sind das Berlin, Dortmund, Düsseldorf und Frankfurt/Main, Gelsenkirchen, Hamburg, Köln, München und Stuttgart Spielorte. Unklar ist, wer eigentlich kommt: Das wird Anfang Dezember ausgelost. 🎁

Mehr dazu auf lvz.de 

#Sachsen #FußballEM #Em2024 #Volunteers #LVZ #Sport";2;347;False;sports;yes;611;False;personalisation;no emotionalisation;News;regional;no interaction;yes;1;;all verbs included;all verbs included;all articles included;all articles included;no quote;no quote;6.463414634146342;9.75;no personalisation;8.0;1.0;9.0;['⚽', '🎁'];1.0;0.125;0.8888888888888888;0.1111111111111111;simple;
74;74;74;74;"
3 Parking Day am 15. September
Leipzigs Parkplätze werden
Freisitze
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-12_14-05-40_UTC.jpg;"Keine Autos, sondern Liegestühle, Hängematten, Picknickdecken, Pflanzen und Menschen werden am Freitag einige Parklücken in #Leipzig bevölkern. Es ist #ParkingDay. Organisator ist ein Aktionsbündnis unter Beteiligung des Bundes für Umwelt und Naturschutz (#BUND).

Wo Aktionen rund um den Parking Day stattfinden und wie ihr mitmachen könnt, lest ihr jetzt auf lvz.de/instagram und über den Link in der Bio.

#Leipzig #Sachsen #Klima #Nachhaltigkeit #Stadtleben #LVZ";105;927;False;politics;yes;466;False;no personalisation;no emotionalisation;News;regional;no interaction;;1;;all verbs included;all verbs included;all articles included;all articles included;no quote;no quote;6.532258064516129;7.75;personalisation;5.0;1.0;4.0;[];0.0;0.2;1.25;0.25;complex;
75;75;75;75;"Ausfall bei RB Leipzig
Team-Kapitän Willi Orban fehlt
Verletzung am rechten Knie
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-12_15-42-19_UTC.jpg;"Leipzigs Team-Kapitän Willi #Orban fällt wochenlang aus. Nach einem Testspiel zwischen Ungarn und Tschechien kehrte der Nationalspieler am Montag angeschlagen nach #Leipzig zurück. RB checkte den Abwehrmann durch – und dann diese Diagnose am Dienstag: Verletzung am rechten Knie, etwa zehn Wochen Zwangspause. Damit ist er nicht allein. Auch Dani Olmo kehrt verletzt von seinem Spiel für Spanien zurück. 
Gute Besserung! 

Mehr dazu auf lvz.de

#RBLeipzig #Leipzig #Sachsen #Fußball #Bundesliga #LVZ";6;216;False;sports;yes;499;False;personalisation;no emotionalisation;News;regional;no interaction;yes;1;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;6.142857142857143;7.2;personalisation;5.0;0.0;7.0;[];0.0;0.0;0.7142857142857143;0.0;simple;
76;76;76;76;"70 Baumaßnahmen

Milliarden-Investition:
Leipzigs Straßenbahnennetz
wird bis 2037 umgebaut
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-13_05-30-07_UTC.jpg;"Rund 1,1 Milliarden Euro: Diese Summe wird in #Leipzig in den Ausbau des Straßenbahnnetzes investiert. Bis 2037 wird auf 70 Baustellen komplett umgebaut, damit die breiteren Straßenbahnen kommen können. Die Kosten dafür: Mehr, als der Bau des City-Tunnels einst gekostet hat (rund 935 Millionen Euro). Eine gigantische Herausforderung für die Stadt. Und für alle, die darin wohnen. Warum die Arbeiten dauern werden und wie sie konkret ablaufen - Matthias Puppe hat mit den Verantwortlichen gesprochen. 
Mehr dazu auf lvz.de/instagram 

#Leipzig #Sachsen #Straßenbahn #Tram #Ausbau #Spurweite #LVZ #Verkehr";41;915;False;mobility;yes;605;False;personalisation;no emotionalisation;Interview;regional;no interaction;yes;1;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;5.965517241379311;14.333333333333334;personalisation;5.0;2.0;9.0;[];0.0;0.4;0.5555555555555556;0.2222222222222222;complex;
77;77;77;77;"Staatsanwaltschaft Halle klagt an

Höcke muss vor Gericht -
Vorwurf der Verwendung von
NS-Vokabular

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-13_11-57-30_UTC.jpg;"Das Landgericht Halle lässt eine Anklage gegen den Chef der AfD in Thüringen zu. Das Verfahren übernimmt das Amtsgericht Merseburg.

Höcke soll Ende Mai 2021 dort in einer Rede während des Landtagswahlkampfs in Sachsen-Anhalt eine verbotene Losung der Sturmabteilung (SA) der NSDAP verwendet haben. Er soll gewusst haben, dass es sich beim letzten Teil der Formel „Alles für unsere Heimat, alles für Sachsen-Anhalt, alles für Deutschland“ um eine verbotene Losung handele, so der Vorwurf.

#höcke #merseburg #halle #björnhöcke #leipzig #lvz";18;447;False;crime, disaster & accidents;no;540;False;personalisation;no emotionalisation;News;(inter)national;no interaction;;1;;verbless clause;verbless clause;omission of article;omission of article;no quote;no quote;5.935897435897436;8.272727272727273;personalisation;4.0;1.0;4.0;[];0.0;0.25;1.0;0.25;complex;
78;78;78;78;"Wie eine Ärmelkanal-Durchquerung

Moritz Philipp schwimmt 34
Kilometer durch den
Stormthaler See
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-13_17-25-11_UTC_1.jpg;"🏊34 Kilometer schwimmen - am Stück. Das kann nicht jeder, aber einer schon: Der Leipziger Moritz Philipp schwamm vor einigen Wochen fast 14 Stunden im Störmthaler See und legte darin die Strecke zurück, die es von Frankreich nach England durch den #Ärmelkanal bräuchte (was auch schon geschafft wurde). Das ist nicht die einzige sportliche Herausforderung, der sich Philipp bisher gestellt hat. Was den 23-Jährigen antreibt, lest ihr jetzt bei lvz.de 

#Schwimmen #Wasser #StörmthalerSee #Extremsport #Sachsen #Leipzig #LVZ #LeipzigerVolkszeitung";6;886;False;sports;yes;546;False;personalisation;no emotionalisation;Interview;regional;no interaction;no;2;;verbless clause;verbless clause;all articles included;omission of article;no quote;no quote;6.012820512820513;9.88888888888889;personalisation;5.0;5.0;6.0;['🏊'];1.0;1.0;0.8333333333333334;0.8333333333333334;complex;
79;79;79;79;"»Ich habe die Hoffnung, dass die
jungen Menschen mit offenen Augen
durch das Leben gehen, sich
informieren und nicht AfD wählen.“

Eva Umlauf
Holocaustüberlebende
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-14_05-00-07_UTC.jpg;"Die jüdische Psychotherapeutin und Kinderärztin Eva Umlauf beschäftigt sich beruflich mit den Ängsten junger Menschen. Sie selbst überlebte als Kind das KZ Auschwitz. 

Inzwischen ist sie 80 Jahre und lebt immer noch in München. Die Arbeit in der Psychotherapie hat ihr geholfen ihr Schicksal zu verarbeiten, aber sie hilft dadurch auch Anderen. 
Sie spürt bei ihrer Arbeit die Unzufriedenheit junger Menschen, vor allem in Bezug auf Demokratie und Politik. Aber gleichzeitig würden viele nichts dagegen tun: ""Ich erwarte, dass die Menschen auf die Straße gehen und gegen die AfD protestieren.""

Der Aufschwung der AfD beunruhigt sie aber ungemein: ""Die Situation (mit der AfD) erinnert mich an die Zeiten, die wir bei Hitler hatten.""
Auch deswegen geht sie, neben ihrer Arbeit als Psychotherapeutin, an Schulen und erzählt ihre Geschichte: „Aber irgendwann kann ich das nicht mehr machen. Dann müssen die Jungen das übernehmen. Das ist zumindest meine Hoffnung für die Zukunft.“

#Holocaustüberlebende #Auschwitz #AfD #Psychotherapie #Protest #Hoffnung";65;1488;False;culture;no;1053;False;personalisation;no emotionalisation;Interview;(inter)national;no interaction;yes;1;;all verbs included;verbless clause;all articles included;all articles included;quote;no quote;5.888888888888889;7.631578947368421;personalisation;16.0;1.0;11.0;[];0.0;0.0625;1.4545454545454546;0.0909090909090909;simple;
80;80;80;80;"Großwerk eines Bauhäuslers
20-Meter-Bildvom
Kulkwitzer See in
Leipzig entdeckt
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-14_08-45-35_UTC.jpg;"Zwanzig Meter lang, aber jahrelang versteckt. In den #Pittlerwerken in #Leipzig wurde ein Bild von Bauhaus-Künstlers Hajo Rose und Johanna Starke wieder entdeckt. Zu sehen: ein Panorama, die Ansicht des #Kulkwitzer Sees mit Segelbooten, Menschen auf Decken, beim Ballspielen, mit Gitarre. Im Hintergrund ist ein großes Schiff zu sehen. Es ist der alte Lastkahn, der seit 1972 am Ufer steht und heute eine Eventlocation ist.

Mehr dazu auf lvz.de 

#Bauhaus #DDRKunst #HajoRose #LVZ";7;1144;True;culture;yes;481;False;personalisation;no emotionalisation;News;regional;no interaction;no;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.694444444444445;12.333333333333334;personalisation;4.0;1.0;6.0;[];0.0;0.25;0.6666666666666666;0.1666666666666666;complex;
81;81;81;81;"Bundesweiter Warntag

Sirenen und Handyalarm in
Sachsen
Die Probe für den Ernstfall";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-14_11-11-49_UTC.jpg;"🚨🚨🚨#Warntag in #Sachsen und ganz #Deutschland: Pünktlich um elf Uhr wurde es laut, #Sirenen und #Handyalarme gingen los. Das Bundesamt #Bevölkerungsschutz und #Katastrophenhilfe testete ihre Informationswege, um im Ernstfall die Bevölkerung zu alarmieren. 

In #Mitteldeutschland hat es offenbar ganz gut geklappt, oder wie lief es bei euch? 📢

#Sachsen #Probealarm #BadDüben #Torgau #Döbeln #Eilenburg #Oschatz #Grimma #Altenburg #Leipzig #LVZ";37;425;True;crime, disaster & accidents;no;444;True;no personalisation;no emotionalisation;News;(inter)national;interaction;yes;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.672413793103448;8.333333333333334;no personalisation;5.0;0.0;6.0;['🚨', '🚨', '🚨', '📢'];1.0;0.0;0.8333333333333334;0.0;simple;
82;82;82;82;"LVZ-
Automeile

Buntes Programm
für die ganze Familie!

Leipziger Auto-
und Zweiradhandler
stellen sich vor.

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-14_14-05-24_UTC.jpg;"Was ist los am Leipziger Automarkt? 
Wer es genau wissen will und darüber hinaus mit Fachleuten ins Gespräch kommen oder sich einmal selbst hinters Steuer setzen möchte, ist hier genau richtig. 

⏱ Samstag, 23. September
📍 auf dem Parkplatz des @obi_leipzig_hbf 
🚗 Zahlreiche Automarken 
🚲 Moderne Fahrräder mit und ohne E-Antrieb 
🎉 Vielfältiges Rahmenprogramm: Überschlagsimulator, Carrera-Bahn XXL und Hubschrauber-Hüpfburg inkl. Gewinnspiel

👉 Mehr Infos findet ihr hier: https://fcld.ly/lvz-automeile

Wir freuen uns auf euren Besuch 😊";0;36;False;mobility;no;540;True;no personalisation;no emotionalisation;News;regional;no interaction;no;1;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;6.513888888888889;11.333333333333334;no personalisation;5.0;2.0;12.0;['⏱', '📍', '🚗', '🚲', '🎉', '👉', '😊'];1.0;0.4;0.4166666666666667;0.1666666666666666;complex;
83;83;83;83;"mehrere Etagen in Flammen

Feuer in 
Mehrfamilienhaus in
Leipzig-Möckern
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-14_15-45-32_UTC.jpg;"Am Donnerstag brannte in #Leipzig-#Möckern ein Wohnhaus. Mehrere Etagen standen in Flammen, es wurden Menschen verletzt. Eine Frau sprang aus dem dritten Stock. Das Haus wurde evakuiert. „Bisher gibt es zwei Verletzte, das ist aber nur eine vorläufige Zahl“, sagte eine Polizeisprecherin am Nachmittag. Zur Sicherheit wurden auch die angrenzenden Häuser evakuiert, auf der Georg-Schumann-Straße kam es zu Verkehrseinschränkungen. Mehr dazu auf lvz.de/instagram

#Feuerwehr #Einsatz #Polizei #Sachsen #Leiptzig #Blaulicht #LVZ";19;1088;True;crime, disaster & accidents;yes;525;False;no personalisation;no emotionalisation;News;regional;no interaction;yes;1, 1 videos;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;6.6231884057971016;9.571428571428571;no personalisation;10.0;0.0;7.0;[];0.0;0.0;1.4285714285714286;0.0;simple;
84;84;84;84;"Klimaprotest

Das sind die Routen der
»Fridays for Future“-
Demo in Leipzig
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-14_17-35-10_UTC_1.jpg;"Am Freitag ist #Klimastreik in #Leipzig. Um 14 Uhr starten vier Aufzüge an unterschiedlichen Orten und wollen sich anschließend auf dem #Augustusplatz treffen, wo es dann eine Kundgebung geben wird und anschließend die Demo um den Ring startet. In der Innenstadt müsst ihr dann mit zeitweiligen Verkehrseinschränkungen rechnen. 
Mehr dazu auf lvz.de/instagram
#FFF #globalerklimastreik  #Klima #FridayForFuture #Leipzig #Sachsen #Demo #LVZ";51;707;False;politics;yes;439;False;no personalisation;no emotionalisation;News;regional;no interaction;yes;2;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;6.333333333333333;7.555555555555555;no personalisation;5.0;1.0;5.0;[];0.0;0.2;1.0;0.2;complex;
85;85;85;85;"Auftakt beim 1. FC Köln
RB Leipzigs Kapitanin
Victoria Krug und der
Aufstieg in die erste
Bundesliga
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-15_11-19-35_UTC.jpg;"Für die Frauen von @rbleipzig geht es am Wochenende in den Bundesliga-Auftakt. Es geht nach #Köln. Mannschaftskapitänin Victoria Krug erwartet mit dem Aufstieg auch neue Herausforderungen. Das sie spielen können bewies das Team bereits am letzten Wochenende - mit 7 Toren gegen Gütersloh! 

Tilman Kortenhaus hat sich mit der Mannschaftskapitänin getroffen. 

#LVZ #LeipzigerVolkszeitung #Sport #Bundesliga #RBLeipzig #RBLFrauen #Leipzig";6;199;True;sports;no;437;False;personalisation;no emotionalisation;Interview;regional;no interaction;;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.551724137931035;6.846153846153846;personalisation;5.0;1.0;6.0;[];0.0;0.2;0.8333333333333334;0.1666666666666666;complex;
86;86;86;86;"Globaler Klimastreik

Auch in Leipzig
demonstrierten
Fridays for Future";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-15_16-03-55_UTC.jpg;"Am Freitag haben Aktivisten von Fridays for Future in Leipzig demonstriert. Dabei war auch Verdi. Die Gewerkschaft und Fridays for Future haben zurzeit auch eine gemeinsame Kampagne. 

Die Demonstrierenden fordern ein, dass die Ziele zum Klimaschutz von der Regierung umgesetzt und so die 1,5 Grad Grenze erreicht wird.

#Klimastreik #Fridaysforfuture #Leipzig #Demo #Sachsen #globalerklimastreik";74;646;True;politics;no;396;False;no personalisation;no emotionalisation;News;regional;no interaction;yes;1, 1 videos;;all verbs included;all verbs included;all articles included;all articles included;no quote;no quote;6.490566037735849;11.0;personalisation;4.0;1.0;4.0;[];0.0;0.25;1.0;0.25;complex;
87;87;87;87;"Fridays for Future

Globaler Klimastreik in
ganz Deutschland
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-15_16-25-48_UTC_1.jpg;"In ganz Deutschland hat die Klimaschutzbewegung Fridays for Future zum globalen Klimastreik aufgerufen. In über 245 Orten sollte der Druck auf die Politik im Kampf gegen die Erderwärmung aufgebaut werden. 🌍

In Deutschland verlangen die Aktivistinnen und Aktivisten außerdem die Einführung eines Klimagelds und die Verschärfung des Klimaschutzgesetzes. Das sogenannte Klimageld ist im Koalitionsvertrag von SPD, Grünen und FDP festgeschrieben. Es soll steigende Preise für den Ausstoß von klimaschädlichen Treibhausgasen sozial ausgleichen. Das geltende Klimaschutzgesetz sieht vor, die klimaschädlichen Emissionen bis 2030 um 65 Prozent gegenüber 1990 zu reduzieren.

In Berlin versammelten sich die Demonstrierenden am Brandenburger Tor und wollten nach einer Auftaktkundgebung durch das Regierungsviertel ziehen. Rund 7000 Menschen haben nach Angaben der Polizei in München für eine bessere Klimapolitik demonstriert. Weltweit sind von Freitag bis Sonntag Hunderte weitere Demonstrationen und Protestaktionen vorgesehen, zu denen Millionen Menschen erwartet werden.

#Fridaysforfuture #Klimastreik #Klimaschutz #Demonstration #GlobalerKlimastreik #Politik";29;298;False;politics;no;1158;False;no personalisation;no emotionalisation;News;(inter)national;no interaction;no;7;;all verbs included;verbless clause;omission of article;all articles included;no quote;no quote;7.104895104895105;9.333333333333334;no personalisation;10.0;0.0;10.0;['🌍'];1.0;0.0;1.0;0.0;simple;
88;88;88;88;"GroBbrand

Recyclingfirma im
Leipziger Westen
in Flammen
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-15_19-56-14_UTC.jpg;🚒 Im Leipziger Westen brannte es am Abend bei einer Recyclingfirma. Eine entsprechende Warnung wurde per Warn-App an die Bürgerinnen und Bürger geschickt. Es kommt zu einer starken Rauchentwicklung. Fotos und Videos zeigen eine riesige graue Rauchwolke über der Stadt. Deswegen sollen Anwohnerinnen und Anwohner in #Böhlitz-Ehrenberg und #Rückmarsdorf ihre Fenster und Türen geschlossen halten. Mehr dazu auf lvz.de/Instagram und den Link in der Bio! #Leipzig #Feuerwehr #Sachsen #Brand;5;785;False;crime, disaster & accidents;yes;486;False;no personalisation;no emotionalisation;News;regional;no interaction;;1;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.057971014492754;13.5;personalisation;5.0;0.0;7.0;['🚒'];1.0;0.0;0.7142857142857143;0.0;simple;
89;89;89;89;"Zur ""Global Space odyssee""
protestierten am Samstag
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-16_14-46-57_UTC.jpg;Zur „Global Space Odyssey“ der Leipziger Clubs zogen am Samstag hunderte Menschen durch die Stadt. Los ging es in Connewitz, Ziel war beim Völkerschlachtdenkmal. In den Jahren zuvor wollte die GSO stets vor allem auf das Sterben von Clubs und das Verschwinden von Freiräumen aufmerksam machen. Dieses Jahr eine Premiere: Man verschrieb sich dem Thema Klimaschutz und Artenvielfalt, „denn wir wollen noch in 20 Jahren mit der GSO durch die Straßen tanzen“, wie es im Aufruf hieß. #gso #gsoleipzig #club #leipzig #sachsen #demo;27;493;True;politics;no;525;False;no personalisation;no emotionalisation;News;regional;no interaction;yes;1, 1 video;;verbless clause;verbless clause;all articles included;all articles included;no quote;quote;5.337349397590361;7.833333333333333;no personalisation;8.0;2.0;4.0;[];0.0;0.25;2.0;0.5;complex;
90;90;90;90;"Polzei ermittelt 

Nach Großbrand in 
Leipzig: Lagerhalle
in Trümmern

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-16_15-21-24_UTC.jpg;"Am Freitag brannte im Leipziger Westen eine Lagerhalle. Am Samstagmittag ist das Ausmaß des Schadens allmählich erkennbar. Von der Lagerhalle, die inmitten weiterer Gebäude der Recyclingfirma im Leipziger Westen stand, sind nur noch Trümmer zu sehen. Teile der Wände und des Dachs liegen kreuz und quer auf einem riesigen verkohlten Haufen.
Gelöscht wurde bis in den Samstag hinein. Die Polizei ermittelt wegen Brandstiftung. 
Mehr dazu auf lvz.de

#Leipzig #Sachsen #Brand #Feuerwehr #Blaulicht #LVZ";7;488;True;crime, disaster & accidents;yes;500;False;no personalisation;no emotionalisation;News;regional;no interaction;;1, 1 videos;;all verbs included;all verbs included;omission of article;omission of article;no quote;no quote;6.056338028169014;8.0;no personalisation;6.0;1.0;8.0;[];0.0;0.1666666666666666;0.75;0.125;complex;
91;91;91;91;"Elefantenbaby ""Savani""
Elefantentaufe im
Z00 Leipzig
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-16_18-15-49_UTC.jpg;Die Zoo-Fans haben entschieden: Das sieben Wochen alte Elefantenkind im Zoo Leipzig soll Savani heißen. Der Ansturm zur „Elefantentaufe“ am Samstag war riesig. #Elefanten #🐘 #Zoo #Leipzig #LVZ;0;370;True;culture;no;192;False;no personalisation;no emotionalisation;News;regional;no interaction;;1, 1 videos;;all verbs included;all verbs included;all articles included;all articles included;no quote;quote;5.892857142857143;12.5;no personalisation;3.0;0.0;3.0;['🐘'];1.0;0.0;1.0;0.0;simple;
92;92;92;92;"Hupkonzerte und Staus in Leiopzig
Verkehrspolizeichef kritisiert
Chaos auf Kreuzungen
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-17_10-15-07_UTC.jpg;"Stau auf Leipzigs Straßen. Zumindest für den Autoverkehr: Die Ampel steht auf Grün, doch die Kreuzung ist dicht: Wohl jeder Autofahrer, der regelmäßig durch #Leipzig fährt und Hotspots wie etwa den Bereich Jahnallee/Marschnerstraße passieren muss, hat es schon erlebt, dass nichts mehr geht und alles steht. „Straßenbahnen und der gesamte ÖPNV werden blockiert, die Ampelphasen passen auch nicht mehr“, sagt Michael Fengler, Leiter der Verkehrspolizeiinspektion in Leipzig . „Der Verkehr steht auf der Kreuzung, die eigentlich leer sein müsste. Und dann kommt es dort zum Infarkt.“

Doch, gibt es einen Ausweg? Mehr dazu auf lvz.de

🚦Und, wo steht ihr oft länger als ihr wollt? 

#Sachsen #Verkehr #Leipzig #Auto #LVZ #LeipzigerVolkszeitung";72;478;False;mobility;yes;740;True;no personalisation;no emotionalisation;News;regional;no interaction;yes;1;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.861111111111111;9.875;personalisation;12.0;5.0;10.0;['🚦'];1.0;0.4166666666666667;1.2;0.5;complex;
93;93;93;93;"Em ©) j

K | Schén

= am 07.10.2023

von 12-18 Uhr im LVZ Medienhaus,
Peterssteinweg 19

-B~ [x
\ Z SICHERE DIR JETZT .
ao F cae DEINE STANDFLACHE!

I

- LY
“een
. Est ENFRE

i
\_ i

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-09-18_10-12-39_UTC.jpg;"Schick & Schön - der LVZ Flohmarkt!

Kleidung, Schmuck, Bücher oder Sonstiges. Besuche den Schick & Schön Flohmarkt und entdecke großartige Schätze! 📚👗🛍

Auch du hast Schmuckstücke zuhause, die du nicht mehr trägst oder benutzt? Sichere dir jetzt deine Standfläche unter lvz.de/flohmarkt! 👍

👉 Am 07.10.2023, 12-18 Uhr vor und im LVZ Medienhaus, Peterssteinweg 19, 04107 Leipzig. Weitere Infos unter lvz.de/schickundschoen. 

 

#lvz #flohmarkt #schickundschoen #vintage";0;80;False;culture;yes;470;True;no personalisation;no emotionalisation;News;regional;no interaction;no;1;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;6.476190476190476;5.814814814814815;no personalisation;4.0;0.0;8.0;['📚', '👗', '🛍', '👍', '👉'];1.0;0.0;0.5;0.0;simple;
